id_transaccion,id_usuario,monto_str,fecha_operacion,categoria_raw,tipo_movimiento
TXN000370,USR0012,"MXN 1,503.81",08-22-2025,ENTRETENIMIENTO!!,EGRESO
TXN000371,USR0029,$948.80,2025-03-23,Tr@nsporte,DB
TXN000372,USR0015,4910.02,15/01/2025,Tr@nsporte,cargo
TXN000373,USR0002,"$2,129.82",2025/12/27,RENTA,cargo
TXN000374,USR0017,"MXN 18,234.27",27-Jun-2025,Áhorro,Abono
TXN000375,USR0002,5165.02,29-Aug-2025,SUPERMERCADO,Cargo
TXN000376,USR0009,"MXN 4,080.09",26/07/2025,Supermercádo!!,debito
TXN000377,USR0028,"MXN 3,604.19",2026-01-17,Sérvicios,CARGO
TXN000378,USR0027,$6344.68,2025/09/18,RENTA,debito
TXN000379,USR0027,$6541.88,2025/10/14,Súpermercado,EGRESO
TXN000380,USR0004,$67.47,2025/10/08,restaurante$,cargo
TXN000381,USR0005,"$17,217.04",21/07/2025,Nóminá,Abono
TXN000382,USR0025,17664.81,05-Mar-2025,Nóminá,CR
TXN000383,USR0016,4266.40,2025/08/10,Súpermercado,CARGO
TXN000384,USR0023,"MXN 21,304.88",2025/12/03,ahorro_programado,ABONO
TXN000385,USR0020,$2225.09,20/08/2025,RESTAURANTES!,cargo
TXN000386,USR0010,6892.62,20/11/2025,Educación!!,DB
TXN000387,USR0030,"7,851.62 MXN",2025/09/15,transporte99,DB
TXN000388,USR0019,5695.48,27-May-2025,Áhorro,DB
TXN000389,USR0022,$1639.22,12-16-2025,SUPERMERCADO,Cargo
TXN000390,USR0025,$306.84,2025/11/12,Educación!!,EGRESO
TXN000391,USR0026,"MXN 5,558.84",18-Jul-2025,salud_medica,CARGO
TXN000392,USR0007,"6,890.54 MXN",11-21-2025,ahorro_programado,EGRESO
TXN000393,USR0007,"$3,618.08",06/04/2025,Sálud,DB
TXN000394,USR0005,"$4,692.69",19-Jun-2025,TRANSPORTE#,cargo
TXN000395,USR0025,2444.18,2025-07-03,ahorro_programado,debito
TXN000396,USR0003,1317.00,2025-07-26,EDUCACION,debito
TXN000397,USR0012,1786.64,2025/09/01,Sálud,debito
TXN000398,USR0021,$1988.43,2025-07-15,AHORRO**,CARGO
TXN000399,USR0017,"MXN 4,138.76",2025-09-07,ENTRETENIMIENTO!!,debito
TXN000400,USR0004,7774.45,2025-01-04,TRANSPORTE#,debito
TXN000401,USR0014,,2025-11-28,RENTA,DB
TXN000402,USR0003,1465.04,2025/02/06,SUPERMERCADO,cargo
TXN000403,USR0013,12790.04,2025/01/04,Nómina,ABONO
TXN000404,USR0003,$7427.98,12-18-2025,entretenimiento$$,CARGO
TXN000405,USR0013,"3,818.20 MXN",11-Mar-2025,super-mercado,debito
TXN000406,USR0030,7661.26,12/10/2025,Entreténimiento,CARGO
TXN000407,USR0018,$2472.29,19-Apr-2025,RENTA,DB
TXN000408,USR0007,"$1,491.80",2026/01/20,Réntá,debito
TXN000409,USR0009,"MXN 1,619.47",06-19-2025,RENTA,debito
TXN000410,USR0003,$2576.40,11-12-2025,RESTAURANTES!,EGRESO
TXN000411,USR0014,88.41 MXN,31-Dec-2025,transporte99,Cargo
TXN000412,USR0029,$3729.64,2025/09/07,Sérvicios,cargo
TXN000413,USR0028,$7135.81,2026-01-11,Tránsporte,Cargo
TXN000414,USR0027,"$20,384.01",10-10-2025,ahorro_programado,Abono
TXN000415,USR0005,$3170.36,10-Mar-2025,entretenimiento$$,debito
TXN000416,USR0022,"6,791.46 MXN",2026/01/23,RESTAURANTES!,debito
TXN000417,USR0022,$5900.56,21/01/2025,Tr@nsporte,EGRESO
TXN000418,USR0022,"MXN 4,167.19",29-Aug-2025,Restaurántes,cargo
TXN000419,USR0017,6687.23,2025/10/06,SALUD**,cargo
TXN000420,USR0029,"4,157.47 MXN",22-Sep-2025,renta_mensual,EGRESO
TXN000421,USR0029,"22,640.68 MXN",2025-04-28,ahorro_programado,INGRESO
TXN000422,USR0012,MXN 990.73,2025-06-19,AHORRO**,Cargo
TXN000423,USR0021,5862.89,24/03/2025,Nómina,credito
TXN000424,USR0030,4157.29,2025-10-16,transporte99,EGRESO
TXN000425,USR0016,1406.01,2025/03/15,Sérvicios,EGRESO
TXN000426,USR0022,7382.70,05/02/2025,ENTRETENIMIENTO!!,debito
TXN000427,USR0028,5490.72,19/02/2025,EDUCACION,Cargo
TXN000428,USR0018,"MXN 6,031.45",,educacion$,CARGO
TXN000429,USR0022,12407.55,08/08/2025,Nóminá,ABONO
TXN000430,USR0024,"7,677.66 MXN",02-12-2025,ahorro_programado,INGRESO
TXN000431,USR0023,4645.00,04-Jan-2025,SUPERMERCADO,CARGO
TXN000432,USR0005,"MXN 10,072.65",10-17-2025,nomina_quincenal,credito
TXN000433,USR0018,3885.62,12-Oct-2025,EDUCACION,cargo
TXN000434,USR0013,"$6,847.24",18/01/2026,Tr@nsporte,DB
TXN000435,USR0017,"$6,416.79",24-Mar-2025,Nómina,debito
TXN000436,USR0020,"$10,261.84",2025-11-08,Nóminá,abono
TXN000437,USR0010,"MXN 20,472.17",2025-08-13,Áhorro,Abono
TXN000438,USR0007,6282.48,24/12/2025,SUPERMERCADO,debito
TXN000439,USR0006,$7974.70,09-Dec-2025,Réntá,EGRESO
TXN000440,USR0003,4419.26,10-26-2025,renta_mensual,DB
TXN000441,USR0007,"$7,441.23",14/05/2025,SERVICIOS##,debito
TXN000442,USR0011,6433.39,10-22-2025,Réntá,cargo
TXN000443,USR0025,"MXN 7,691.85",2025-10-28,ENTRETENIMIENTO!!,EGRESO
TXN000444,USR0008,$6411.28,2025/09/22,Restaurántes,EGRESO
TXN000445,USR0013,MXN 654.43,06-10-2025,Entreténimiento,Cargo
TXN000446,USR0022,"4,017.04 MXN",12/01/2026,restaurante$,Cargo
TXN000447,USR0020,,10-Feb-2025,entretenimiento$$,CARGO
TXN000448,USR0028,"MXN 3,001.01",10-22-2025,SERVICIOS##,cargo
TXN000449,USR0013,"$6,013.85",27-Sep-2025,Réstaurantes,Cargo
TXN000450,USR0028,,08-24-2025,Tránsporte,CARGO
TXN000451,USR0011,"4,921.59 MXN",10-08-2025,Entreténimiento,cargo
TXN000452,USR0006,$3420.35,06-Jul-2025,SERVICIOS##,EGRESO
TXN000453,USR0022,$6522.82,2025/05/01,Réstaurantes,DB
TXN000454,USR0024,"3,810.25 MXN",04-Aug-2025,TRANSPORTE#,CARGO
TXN000455,USR0024,$6293.40,2025/10/15,Entreténimiento,cargo
TXN000456,USR0027,"$3,838.49",08-19-2025,salud_medica,DB
TXN000457,USR0009,$207.69,2025/12/14,Entreténimiento,CARGO
TXN000458,USR0025,2873.12,07-Sep-2025,Sálud,DB
TXN000459,USR0005,"MXN 5,142.62",2025/11/20,Tr@nsporte,cargo
TXN000460,USR0008,$2569.18,06-Nov-2025,ENTRETENIMIENTO!!,cargo
TXN000461,USR0024,"14,005.77 MXN",12/01/2025,ahorro_programado,Abono
TXN000462,USR0024,"$1,724.04",2025-02-18,Réntá,EGRESO
TXN000463,USR0025,876.23 MXN,13-Feb-2025,renta_mensual,debito
TXN000464,USR0005,"$4,237.60",01-18-2025,transporte99,Cargo
TXN000465,USR0030,4410.93,2025/04/01,Sálud#,Cargo
TXN000466,USR0017,"MXN 2,511.81",04/10/2025,Educación!!,cargo
TXN000467,USR0010,$50.73,27-May-2025,Supermercádo!!,Cargo
TXN000468,USR0010,6138.66,2025-04-29,super-mercado,cargo
TXN000469,USR0008,"MXN 5,733.76",13/07/2025,transporte99,DB
TXN000470,USR0026,5492.89,18-May-2025,Áhorro,cargo
TXN000471,USR0021,,09/09/2025,SERVICIOS##,cargo
TXN000472,USR0006,"MXN 2,292.81",,RENTA,Cargo
TXN000473,USR0014,$6296.52,2025-08-26,salud_medica,EGRESO
TXN000474,USR0009,$14402.94,2025-07-15,Nómina,Abono
TXN000475,USR0015,"5,914.07 MXN",2025-08-24,RESTAURANTES!,CARGO
TXN000476,USR0011,5051.86,2025-09-24,transporte99,CARGO
TXN000477,USR0002,"MXN 7,787.53",2025-06-16,RESTAURANTES!,Cargo
TXN000478,USR0008,"MXN 7,752.24",2025/12/19,SUPERMERCADO,debito
TXN000479,USR0003,"$24,393.03",01-31-2025,ahorro_programado,CR
TXN000480,USR0016,$2568.08,13/08/2025,Restaurántes,debito
TXN000481,USR0029,3908.15,2025/05/31,Súpermercado,EGRESO
TXN000482,USR0024,2238.83,2025-03-24,servicios_basicos,debito
TXN000483,USR0012,55.72,14/07/2025,Sérvicios,DB
TXN000484,USR0011,"MXN 5,283.40",2025/04/08,Réntá,debito
TXN000485,USR0014,$928.19,23/01/2025,Entreténimiento,debito
TXN000486,USR0004,"MXN 4,589.55",2025/09/27,super-mercado,EGRESO
TXN000487,USR0001,"MXN 5,263.21",2025-11-24,restaurante$,CARGO
TXN000488,USR0012,6597.96,2025-01-21,super-mercado,cargo
TXN000489,USR0004,"4,276.71 MXN",27/09/2025,RESTAURANTES!,Cargo
TXN000490,USR0025,"MXN 14,174.41",23/02/2025,Áhorro,CR
TXN000491,USR0018,12046.48,06-16-2025,AHORRO**,abono
TXN000492,USR0020,"MXN 4,527.00",2026/01/28,restaurante$,Cargo
TXN000493,USR0001,,23/09/2025,super-mercado,debito
TXN000494,USR0011,$6183.61,2025/10/11,SUPERMERCADO,DB
TXN000495,USR0009,"7,122.52 MXN",05-12-2025,Entreténimiento,Cargo
TXN000496,USR0003,"MXN 6,353.59",2025/12/20,Entreténimiento,Cargo
TXN000497,USR0019,$6118.45,11-Aug-2025,Nómina,abono
TXN000498,USR0020,"MXN 5,089.40",01-28-2025,Supermercádo!!,DB
TXN000499,USR0023,"MXN 1,267.92",2025/08/17,Restaurántes,DB
TXN000500,USR0005,$706.23,08-Oct-2025,ENTRETENIMIENTO!!,debito
TXN000501,USR0005,"MXN 3,873.33",2025/07/22,TRANSPORTE#,Cargo
TXN000502,USR0008,$2166.74,2025/12/17,Renta$$,EGRESO
TXN000503,USR0007,"$2,788.97",01-30-2026,Entreténimiento,DB
TXN000504,USR0015,"5,897.55 MXN",12-17-2025,Áhorro,Abono
TXN000505,USR0002,$7594.08,01-08-2025,Restaurántes,Cargo
TXN000506,USR0024,1734.41,01-20-2026,educacion$,debito
TXN000507,USR0023,3044.02,01-23-2025,SUPERMERCADO,DB
TXN000508,USR0009,"$3,746.44",,super-mercado,CARGO
TXN000509,USR0021,"$12,614.02",11-Jun-2025,Nómina,CR
TXN000510,USR0030,$366.03,,Súpermercado,debito
TXN000511,USR0012,$1927.83,02-01-2025,Sálud#,debito
TXN000512,USR0018,"MXN 1,843.38",03/12/2025,Sálud,cargo
TXN000513,USR0028,"3,367.80 MXN",08-07-2025,restaurante$,debito
TXN000514,USR0019,"5,488.19 MXN",2025/06/08,Educación!!,Cargo
TXN000515,USR0021,2574.09,2026-01-04,Áhorro,debito
TXN000516,USR0025,"MXN 7,047.05",05-Jun-2025,entretenimiento$$,EGRESO
TXN000517,USR0009,"6,243.91 MXN",2025-04-05,transporte99,CARGO
TXN000518,USR0008,"MXN 2,906.13",2025/03/10,Súpermercado,DB
TXN000519,USR0016,"1,143.23 MXN",17-Jan-2025,Sérvicios,Cargo
TXN000520,USR0022,"6,074.32 MXN",2025/08/13,Réstaurantes,CARGO
TXN000521,USR0014,$4883.04,2025/07/21,Nómina,EGRESO
TXN000522,USR0002,"$4,173.69",13-Oct-2025,Restaurántes,EGRESO
TXN000523,USR0025,$3717.71,2025-11-10,SALUD**,EGRESO
TXN000524,USR0017,1479.18,11-Mar-2025,Réntá,debito
TXN000525,USR0029,$7066.26,15/06/2025,Restaurántes,CARGO
TXN000526,USR0003,5672.87,10/11/2025,EDUCACION,DB
TXN000527,USR0011,"6,908.25 MXN",2025-04-02,AHORRO**,Cargo
TXN000528,USR0010,,2025/01/02,transporte99,Cargo
TXN000529,USR0026,"4,883.47 MXN",2025/04/22,Súpermercado,EGRESO
TXN000530,USR0001,7063.23,2025/11/18,RESTAURANTES!,cargo
TXN000531,USR0002,6837.94,11-05-2025,transporte99,DB
TXN000532,USR0006,5393.12,2025/10/21,TRANSPORTE#,debito
TXN000533,USR0002,$6159.67,2025-07-14,Réntá,cargo
TXN000534,USR0004,2667.21,18/04/2025,Sálud,EGRESO
TXN000535,USR0003,$5806.39,2025/08/07,SERVICIOS##,debito
TXN000536,USR0030,4933.61,09-Jan-2026,Tr@nsporte,EGRESO
TXN000537,USR0010,MXN 62.57,2025-11-17,RESTAURANTES!,CARGO
TXN000538,USR0011,"4,505.30 MXN",06/01/2025,entretenimiento$$,DB
TXN000539,USR0017,"$2,625.19",12-18-2025,EDUCACION,CARGO
TXN000540,USR0027,"MXN 1,592.42",2025-08-31,TRANSPORTE#,cargo
TXN000541,USR0018,"$3,726.64",09-24-2025,entretenimiento$$,EGRESO
TXN000542,USR0007,"$20,990.71",03-18-2025,Áhorro,abono
TXN000543,USR0006,$8747.58,12-28-2025,ahorro_programado,ABONO
TXN000544,USR0008,"3,642.66 MXN",09-26-2025,Entreténimiento,cargo
TXN000545,USR0030,"MXN 3,578.00",14/09/2025,RENTA,CARGO
TXN000546,USR0010,1189.20,13/12/2025,Entreténimiento,CARGO
TXN000547,USR0017,82.67,02-14-2025,Réntá,CARGO
TXN000548,USR0024,228.72 MXN,14/06/2025,SALUD**,cargo
TXN000549,USR0022,$2217.60,2025-02-28,Renta$$,Cargo
TXN000550,USR0005,"$4,613.96",2025/06/09,salud_medica,Cargo
TXN000551,USR0029,$892.12,07-Aug-2025,SUPERMERCADO,CARGO
TXN000552,USR0023,$4949.71,2025/04/12,Sérvicios,cargo
TXN000553,USR0005,"MXN 6,512.17",19-Feb-2025,renta_mensual,DB
TXN000554,USR0008,$1192.59,06-Jul-2025,RESTAURANTES!,debito
TXN000555,USR0029,"$3,653.60",2025-09-01,ENTRETENIMIENTO!!,CARGO
TXN000556,USR0012,"$15,158.99",2025/06/16,ahorro_programado,INGRESO
TXN000557,USR0019,"MXN 9,873.82",2025-07-16,nomina_quincenal,Abono
TXN000558,USR0014,"4,378.99 MXN",2025-12-06,ahorro_programado,Cargo
TXN000559,USR0019,"16,101.75 MXN",07-Jun-2025,Áhorro,INGRESO
TXN000560,USR0027,"$17,899.78",22/04/2025,Nómina,ABONO
TXN000561,USR0010,$13943.20,2025/06/03,nomina_quincenal,Abono
TXN000562,USR0030,"$7,922.80",2025/11/10,ENTRETENIMIENTO!!,debito
TXN000563,USR0029,7744.80,2025-07-03,EDUCACION,CARGO
TXN000564,USR0013,"MXN 5,708.60",2025/08/11,Entreténimiento,EGRESO
TXN000565,USR0013,,10/12/2025,Entreténimiento,Cargo
TXN000566,USR0029,"$5,280.52",12-Mar-2025,SERVICIOS##,Cargo
TXN000567,USR0020,3662.44,19-Aug-2025,,EGRESO
TXN000568,USR0016,"MXN 5,711.43",2025/10/07,restaurante$,cargo
TXN000569,USR0012,"$4,663.14",2025/03/14,renta_mensual,DB
TXN000570,USR0003,"$3,805.99",2025/12/17,restaurante$,DB
TXN000571,USR0001,3659.58,01-11-2026,SERVICIOS##,EGRESO
TXN000572,USR0006,$5575.66,2026/01/08,super-mercado,debito
TXN000573,USR0002,"$6,480.72",27-May-2025,Sálud,debito
TXN000574,USR0009,$4945.59,2025-01-08,TRANSPORTE#,cargo
TXN000575,USR0012,"2,126.96 MXN",06/09/2025,Tránsporte,DB
TXN000576,USR0030,"MXN 6,709.03",02-May-2025,TRANSPORTE#,EGRESO
TXN000577,USR0021,"$6,056.10",27-Mar-2025,Sálud#,CARGO
TXN000578,USR0030,"MXN 1,907.61",08-31-2025,Educación!!,DB
TXN000579,USR0026,3086.93,2025-12-16,Sérvicios,cargo
TXN000580,USR0014,$6873.93,2025-05-17,AHORRO**,cargo
TXN000581,USR0024,"5,887.79 MXN",,,debito
TXN000582,USR0003,"$3,319.43",17-Dec-2025,super-mercado,debito
TXN000583,USR0001,"23,770.11 MXN",2025-11-03,ahorro_programado,CR
TXN000584,USR0013,"1,518.91 MXN",05-10-2025,AHORRO**,CARGO
TXN000585,USR0009,$18351.58,2025-03-24,nomina_quincenal,abono
TXN000586,USR0002,"7,647.07 MXN",2025-08-14,Sálud#,cargo
TXN000587,USR0021,MXN 912.02,2025/04/22,servicios_basicos,debito
TXN000588,USR0002,$609.78,02-Feb-2026,Renta$$,DB
TXN000589,USR0030,"5,333.62 MXN",12-25-2025,Súpermercado,cargo
TXN000590,USR0016,"$3,516.66",04/10/2025,Sérvicios,DB
TXN000591,USR0004,$24832.03,2025-07-25,ahorro_programado,abono
TXN000592,USR0028,$689.63,28/11/2025,Entreténimiento,EGRESO
TXN000593,USR0010,"MXN 5,063.41",13-Feb-2025,NOMINA**,cargo
TXN000594,USR0019,3939.40,11-26-2025,Réstaurantes,CARGO
TXN000595,USR0001,"$2,747.32",2025-07-27,SUPERMERCADO,cargo
TXN000596,USR0022,"1,234.18 MXN",2025-02-06,educacion$,debito
TXN000597,USR0030,"$19,025.94",2025-03-30,AHORRO**,Abono
TXN000598,USR0027,"MXN 21,349.41",2025/11/01,Áhorro,ABONO
TXN000599,USR0027,24517.07,03-12-2025,NOMINA**,credito
TXN000600,USR0004,"1,172.83 MXN",12-23-2025,SALUD**,EGRESO
TXN000601,USR0004,"$8,155.07",2025-01-04,Áhorro,INGRESO
TXN000602,USR0010,"20,844.81 MXN",16/04/2025,nomina_quincenal,INGRESO
TXN000603,USR0020,"MXN 4,790.36",,super-mercado,DB
TXN000604,USR0004,$7815.49,2026/01/25,educacion$,debito
TXN000605,USR0009,"MXN 1,590.07",12/09/2025,SUPERMERCADO,Cargo
TXN000606,USR0010,3505.64,24-Jan-2026,Restaurántes,cargo
TXN000607,USR0006,"$3,906.24",01-May-2025,super-mercado,CARGO
TXN000608,USR0008,"2,642.75 MXN",13-Jan-2026,RENTA,CARGO
TXN000609,USR0016,"7,129.39 MXN",09-Nov-2025,SUPERMERCADO,Cargo
TXN000610,USR0021,$7805.67,2025-03-07,entretenimiento$$,Cargo
TXN000611,USR0015,"3,374.88 MXN",2025/06/01,Sérvicios,cargo
TXN000612,USR0006,"MXN 6,847.28",25-Sep-2025,Áhorro,CARGO
TXN000613,USR0024,"MXN 2,010.90",24/10/2025,NOMINA**,cargo
TXN000614,USR0002,7930.62,18-Jan-2025,Súpermercado,DB
TXN000615,USR0015,"$1,962.07",21-Dec-2025,Sérvicios,debito
TXN000616,USR0003,"3,864.27 MXN",27-Dec-2025,Supermercádo!!,cargo
TXN000617,USR0023,"MXN 22,431.04",2025-12-27,Nómina,CR
TXN000618,USR0010,5599.54,22/10/2025,Nómina,debito
TXN000619,USR0017,"MXN 7,109.42",07-Jul-2025,entretenimiento$$,CARGO
TXN000620,USR0023,"4,508.03 MXN",21/06/2025,Renta$$,Cargo
TXN000621,USR0028,$6037.73,06-30-2025,Réstaurantes,Cargo
TXN000622,USR0016,"MXN 4,237.13",2025/12/30,educacion$,CARGO
TXN000623,USR0012,"$1,547.41",11-Feb-2025,RENTA,EGRESO
TXN000624,USR0009,"5,591.80 MXN",2025/04/15,Renta$$,EGRESO
TXN000625,USR0005,,30/05/2025,Sérvicios,EGRESO
TXN000626,USR0017,$3322.95,2025/09/06,entretenimiento$$,cargo
TXN000627,USR0010,$20786.97,27-Apr-2025,AHORRO**,Abono
TXN000628,USR0012,3674.62,2025/03/24,salud_medica,Cargo
TXN000629,USR0029,"$1,331.97",2025/06/12,TRANSPORTE#,CARGO
TXN000630,USR0023,"5,341.15 MXN",10-Jul-2025,SUPERMERCADO,cargo
TXN000631,USR0030,$6159.72,2025-03-21,servicios_basicos,EGRESO
TXN000632,USR0010,"7,173.02 MXN",17-Oct-2025,SERVICIOS##,debito
TXN000633,USR0005,MXN 979.16,13/11/2025,EDUCACION,CARGO
TXN000634,USR0007,"20,625.67 MXN",2025-01-12,ahorro_programado,abono
TXN000635,USR0017,11355.16,01-29-2025,Nóminá,credito
TXN000636,USR0012,$2312.97,2025/08/17,Supermercádo!!,cargo
TXN000637,USR0014,"MXN 2,344.64",09-Jan-2026,Sérvicios,DB
TXN000638,USR0010,$7907.64,2025/02/03,SERVICIOS##,debito
TXN000639,USR0014,4468.72,22/01/2026,TRANSPORTE#,DB
TXN000640,USR0002,,,SALUD**,cargo
TXN000641,USR0021,$1037.21,02/08/2025,SERVICIOS##,DB
TXN000642,USR0025,3969.75,01-17-2026,Sálud#,CARGO
TXN000643,USR0016,3016.96,01-09-2025,RENTA,DB
TXN000644,USR0023,$2891.21,04-Jul-2025,transporte99,CARGO
TXN000645,USR0003,"1,590.83 MXN",2026-01-27,educacion$,DB
TXN000646,USR0027,$2208.10,,salud_medica,DB
TXN000647,USR0012,"$3,325.36",22/04/2025,servicios_basicos,Cargo
TXN000648,USR0020,6776.25,2025-12-26,EDUCACION,DB
TXN000649,USR0030,$3862.17,13-Mar-2025,super-mercado,cargo
TXN000650,USR0004,"1,073.28 MXN",19/12/2025,restaurante$,DB
TXN000651,USR0023,MXN 668.00,22/01/2025,Renta$$,EGRESO
TXN000652,USR0016,"$7,272.81",2025-06-04,Renta$$,CARGO
TXN000653,USR0029,"$1,519.02",16/02/2025,restaurante$,cargo
TXN000654,USR0017,16404.71,2026-01-26,ahorro_programado,ABONO
TXN000655,USR0029,$84.41,2025/04/20,educacion$,DB
TXN000656,USR0022,"MXN 1,487.75",06/08/2025,RENTA,cargo
TXN000657,USR0015,$4181.83,12-27-2025,Renta$$,EGRESO
TXN000658,USR0015,"5,512.02 MXN",11-Oct-2025,AHORRO**,EGRESO
TXN000659,USR0029,"7,515.70 MXN",07-Jan-2025,servicios_basicos,cargo
TXN000660,USR0003,1189.77,22/02/2025,Renta$$,EGRESO
TXN000661,USR0028,"MXN 21,762.18",2025/05/23,nomina_quincenal,CR
TXN000662,USR0012,"MXN 5,350.08",09-19-2025,Sérvicios,EGRESO
TXN000663,USR0016,"$5,045.55",2025-02-20,Restaurántes,Cargo
TXN000664,USR0020,1264.26,2025-02-19,entretenimiento$$,debito
TXN000665,USR0007,5313.64,2025/05/14,,EGRESO
TXN000666,USR0025,"MXN 7,926.16",08-19-2025,Súpermercado,CARGO
TXN000667,USR0022,"MXN 7,083.37",09/08/2025,salud_medica,Cargo
TXN000668,USR0022,5297.62,20-Oct-2025,SERVICIOS##,DB
TXN000669,USR0009,4748.81,12-13-2025,SERVICIOS##,EGRESO
TXN000670,USR0027,2823.57,01-14-2025,ENTRETENIMIENTO!!,DB
TXN000671,USR0012,"5,306.86 MXN",11-28-2025,Supermercádo!!,Cargo
TXN000672,USR0011,$206.71,24-Aug-2025,Tr@nsporte,cargo
TXN000673,USR0011,"MXN 11,448.43",21/02/2025,nomina_quincenal,ABONO
TXN000674,USR0006,"MXN 24,388.56",2025-11-22,ahorro_programado,Abono
TXN000675,USR0019,5015.35,2025/02/18,nomina_quincenal,CARGO
TXN000676,USR0014,$2811.17,09-16-2025,Réstaurantes,CARGO
TXN000677,USR0009,"18,431.20 MXN",2025/01/10,Áhorro,credito
TXN000678,USR0024,2180.09,11-Nov-2025,servicios_basicos,DB
TXN000679,USR0015,$1960.97,11-Aug-2025,transporte99,DB
TXN000680,USR0028,$10740.89,2025/12/18,NOMINA**,Abono
TXN000681,USR0008,"MXN 3,740.07",2025-08-05,SALUD**,debito
TXN000682,USR0026,"$5,286.43",05-Jan-2026,Sálud,Cargo
TXN000683,USR0010,$7209.57,2025-12-10,Réntá,EGRESO
TXN000684,USR0004,7466.84,2026/02/01,AHORRO**,debito
TXN000685,USR0025,"MXN 2,667.82",19/01/2026,ENTRETENIMIENTO!!,debito
TXN000686,USR0009,"$3,296.59",2025/09/09,SERVICIOS##,debito
TXN000687,USR0016,,09-01-2025,restaurante$,Cargo
TXN000688,USR0027,"5,540.93 MXN",2025/05/10,Súpermercado,DB
TXN000689,USR0026,"MXN 4,302.54",2025-07-18,Réntá,Cargo
TXN000690,USR0030,"MXN 2,414.51",11-20-2025,Réstaurantes,Cargo
TXN000691,USR0025,$3795.18,03-Jan-2026,Sérvicios,EGRESO
TXN000692,USR0012,$21268.56,2025-08-21,Nómina,CR
TXN000693,USR0021,$74.45,2025/06/10,Tránsporte,Cargo
TXN000694,USR0025,"MXN 6,783.34",13-Jun-2025,Tr@nsporte,DB
TXN000695,USR0019,"$6,406.25",08-01-2025,Entreténimiento,Cargo
TXN000696,USR0019,214.84,2025/11/28,RESTAURANTES!,CARGO
TXN000697,USR0023,MXN 445.77,11-04-2025,TRANSPORTE#,debito
TXN000698,USR0004,"MXN 5,762.74",11-Dec-2025,Supermercádo!!,EGRESO
TXN000699,USR0027,"MXN 2,339.30",08-Mar-2025,SALUD**,EGRESO
TXN000700,USR0022,"3,375.73 MXN",01-15-2025,restaurante$,EGRESO
TXN000701,USR0019,731.62 MXN,15-Jun-2025,servicios_basicos,EGRESO
TXN000702,USR0020,$630.79,01-27-2025,SALUD**,debito
TXN000703,USR0022,$6488.33,2025/09/16,AHORRO**,CARGO
TXN000704,USR0029,$376.94,2025/03/28,EDUCACION,Cargo
TXN000705,USR0011,"$3,491.79",2025-06-10,Educación!!,cargo
TXN000706,USR0012,$22538.73,09-22-2025,Nóminá,credito
TXN000707,USR0025,"MXN 4,467.61",28/01/2025,TRANSPORTE#,DB
TXN000708,USR0006,"$3,519.62",08-15-2025,servicios_basicos,EGRESO
TXN000709,USR0024,"1,033.05 MXN",26/05/2025,TRANSPORTE#,CARGO
TXN000710,USR0022,24960.09,2026/01/28,Áhorro,ABONO
TXN000711,USR0022,$7104.57,2025-12-15,Réntá,CARGO
TXN000712,USR0011,MXN 279.55,08-21-2025,Tránsporte,EGRESO
TXN000713,USR0015,7581.98,08/03/2025,Entreténimiento,DB
TXN000714,USR0024,"MXN 4,399.89",17-Feb-2025,renta_mensual,debito
TXN000715,USR0003,"MXN 6,826.15",04-Feb-2026,super-mercado,Cargo
TXN000716,USR0010,$6418.75,2025/12/17,Sérvicios,DB
TXN000717,USR0007,"MXN 3,591.27",2025/05/18,servicios_basicos,EGRESO
TXN000718,USR0020,"$3,501.14",2025/01/21,transporte99,EGRESO
TXN000719,USR0023,7448.81,02-12-2025,Tr@nsporte,debito
TXN000720,USR0005,"5,490.30 MXN",25-Sep-2025,transporte99,cargo
TXN000721,USR0017,"$4,109.68",2025/08/26,renta_mensual,EGRESO
TXN000722,USR0001,"5,937.10 MXN",04-Apr-2025,Renta$$,EGRESO
TXN000723,USR0019,6070.97,05-16-2025,Sérvicios,EGRESO
TXN000724,USR0009,"$3,498.70",2025-07-22,Renta$$,CARGO
TXN000725,USR0028,$2457.26,20-Dec-2025,AHORRO**,debito
TXN000726,USR0027,"$5,583.46",18-Apr-2025,SUPERMERCADO,Cargo
TXN000727,USR0026,,17-Mar-2025,EDUCACION,cargo
TXN000728,USR0023,"$7,712.74",2025/08/19,Sérvicios,EGRESO
TXN000729,USR0002,MXN 112.60,01-Aug-2025,entretenimiento$$,DB
TXN000730,USR0002,3227.46,2026/01/07,servicios_basicos,debito
TXN000731,USR0002,$201.21,2025-10-11,EDUCACION,debito
TXN000732,USR0016,"MXN 2,806.77",11/01/2025,AHORRO**,DB
TXN000733,USR0017,$4721.89,05-Nov-2025,RESTAURANTES!,DB
TXN000734,USR0014,6377.98,04-17-2025,entretenimiento$$,Cargo
TXN000735,USR0007,"MXN 4,865.70",09-10-2025,,CARGO
TXN000736,USR0029,"2,888.50 MXN",2025-09-15,Sálud,Cargo
TXN000737,USR0018,$3916.60,2026-01-29,restaurante$,cargo
TXN000738,USR0020,"MXN 5,665.92",2026-01-22,Renta$$,EGRESO
TXN000739,USR0004,383.66 MXN,2025-11-19,Educación!!,CARGO
TXN000740,USR0015,"4,012.21 MXN",11-28-2025,EDUCACION,CARGO
